"","jobID","Formula","Date_day","MD_Amp","MD_Steam","MD_Temp","MD_Temp_PL","MD_Performance","Status"
"480",42424,"553SPF-WD",2019-08-05,271,1578.5,77,80,19,"FALSE"
"481",42427,"552SF-WD",2019-08-06,289,1462,76,80,19,"FALSE"
"482",42431,"567SF-SWD",2019-08-06,200,1020,74,73,13,"FALSE"
"483",42434,"553LF-WD  PIG FIN1",2019-08-06,268,1415,76,80,19,"FALSE"
"484",42438,"552SF-WD",2019-08-06,277,1364,77,82,19,"FALSE"
"485",42444,"566F   GESTATION",2019-08-06,304,1256,71,79,20,"TRUE"
"486",42446,"552S-KN PIG GRW2",2019-08-06,277,1581,77,83,19,"FALSE"
"487",42451,"552SF-WD PIG GRW2",2019-08-06,287,1201,74,83,17,"FALSE"
"488",42453,"552SF-SWD",2019-08-06,266,1342,76,81,16,"FALSE"
"489",42455,"552SF-WD PIG GRW2",2019-08-06,311,1479,76,83,19,"TRUE"
"490",42457,"552SF-SWD PIG GRW2",2019-08-06,298,1048.5,74,80,17,"TRUE"
"491",42458,"553LFOM-SWD PIG FIN1",2019-08-06,247,1147,77,80,17,"FALSE"
"492",42553,"552SF-WD PIG GRW2",2019-08-09,331,1445,73,78,19,"TRUE"
"493",42557,"553LF/553LFPL PIG FIN1",2019-08-09,343,1510,74,80,22,"TRUE"
"494",42560,"552F/552FPL PIG GRW2",2019-08-09,361,1410,73,80,21,"TRUE"
"495",42560,"553L PIG FIN1",2019-08-09,290.5,1154,74,79,19,"FALSE"
"496",42561,"552F/552FPL PIG GRW2",2019-08-09,366,1284,72,80,20,"TRUE"
"497",42561,"553L PIG FIN1",2019-08-09,294,1325,75,81,18,"TRUE"
"498",42563,"552F/552FPL PIG GRW2",2019-08-09,360,1401,71,80,20,"TRUE"
"499",42563,"552S-KN PIG GRW2",2019-08-09,317,1286,76,78,21,"TRUE"
"500",42565,"552S-KN PIG GRW2",2019-08-09,311,1414,74,81,21,"TRUE"
"501",42566,"552S-KN PIG GRW2",2019-08-09,331,1442,75,80,22,"TRUE"
"502",42566,"562 GILT GRW",2019-08-09,364,1149,71,79,21,"TRUE"
"503",42568,"562 GILT GRW",2019-08-09,347,1227,72,78,19,"TRUE"
"504",42569,"552SF-WD PIG GRW2",2019-08-09,364,1321,70,77,20,"TRUE"
"505",42572,"566 GESTATION",2019-08-09,291,1150,72,77,19,"FALSE"
"506",42574,"553SPF-WD",2019-08-09,340,1114,70,76,21,"TRUE"
"507",42574,"566S/SP6 GESTATION (SPEC PLF only)",2019-08-09,323,1285.5,71,78,21,"TRUE"
"508",42575,"553SPF-WD",2019-08-09,354,1362,70,77,21,"TRUE"
"509",42576,"553LF-WD PIG FIN1",2019-08-09,347.5,1364,72,79,21,"TRUE"
"510",42578,"552SF-SWD PIG GRW2",2019-08-09,365,1413,72,80,20,"TRUE"
"511",42579,"553LF/553LFPL PIG FIN1",2019-08-10,311,1412,75,82,19,"TRUE"
"512",42582,"553LF/553LFPL PIG FIN1",2019-08-10,316,1270.5,75,81,19,"TRUE"
"513",42583,"552SF-WD PIG GRW2",2019-08-10,338,1429,76,82,19,"TRUE"
"514",42589,"553LF-WD PIG FIN1",2019-08-10,315,1288,76,82,19,"TRUE"
"515",42590,"552F/552FPL PIG GRW2",2019-08-10,343,1258,74,81,19,"TRUE"
"516",42592,"552SF-WD PIG GRW2",2019-08-10,357,1440.5,74,81,20,"TRUE"
"517",42595,"553LFOM-SWD PIG FIN1",2019-08-10,267,1340.5,76,80,18,"FALSE"
"518",42597,"553L PIG FIN1",2019-08-10,337,1405,73,79,20,"TRUE"
"519",42601,"552F/552FPL PIG GRW2",2019-08-10,363,1529.5,74,81,21,"TRUE"
"520",42603,"552S-KN PIG GRW2",2019-08-10,308,1394,74,79,21,"TRUE"
"521",42604,"553LF-WD PIG FIN1",2019-08-10,315,1276.5,73,79,19,"TRUE"
"522",42610,"553SPF-WD",2019-08-11,322,1329,73.5,80,19,"TRUE"
"523",42613,"552SF-WD PIG GRW2",2019-08-11,350,1199,71,78,19,"TRUE"
"524",42620,"552SF-WD PIG GRW2",2019-08-11,357,1157,71,77,19,"TRUE"
"525",42622,"552S-KN PIG GRW2",2019-08-11,317,1438.5,73,79,21,"TRUE"
"526",42624,"553L PIG FIN1",2019-08-11,349,1358,71,77,21,"TRUE"
"527",42629,"553LF/553LFPL PIG FIN1",2019-08-11,354.5,1448,72,80,21,"TRUE"
"528",42630,"552SF-WD PIG GRW2",2019-08-11,360,1108,71,77,19,"TRUE"
"529",42636,"552SF-WD PIG GRW2",2019-08-11,362,1126,70,77,19,"TRUE"
"530",42639,"552S-KN PIG GRW2",2019-08-12,320,1320,72,77,20,"TRUE"
"531",42640,"553L PIG FIN1",2019-08-12,347,1407,73,80,21,"TRUE"
"532",42641,"552SF-WD PIG GRW2",2019-08-12,362,1343,72,79.5,19,"TRUE"
"533",42644,"567SF-SWD",2019-08-12,222,1016,73,73,13,"FALSE"
"534",42645,"552SF-SWD PIG GRW2",2019-08-12,348,1005,72,81,18,"TRUE"
"535",42645,"552SF-WD PIG GRW2",2019-08-12,362,1297,71.5,79,19,"TRUE"
"536",42648,"552SF-SWD PIG GRW2",2019-08-12,343,1156.5,72,80,18,"TRUE"
"537",42680,"552S-KN PIG GRW2",2019-08-13,345,1447,72,79,21,"TRUE"
"538",42687,"553L PIG FIN1",2019-08-13,340,1190,72,80,19,"TRUE"
"539",42690,"552/S1T PIG GRW2",2019-08-13,343,1459,73,81,19,"TRUE"
"540",42693,"553L PIG FIN1",2019-08-13,322,1224,73,81,19,"TRUE"
"541",42696,"552S-KN PIG GRW2",2019-08-13,295.5,1319.5,75,82,19,"TRUE"
"542",42699,"553SPF-WD",2019-08-13,341.5,1179,74,82,19,"TRUE"
"543",42700,"552SF-WD PIG GRW2",2019-08-13,358,1248,72,80,19,"TRUE"
"544",42704,"562F GILT GRW",2019-08-14,350,1399,73,79,19,"TRUE"
"545",42707,"553LF/553LFPL PIG FIN1",2019-08-14,298,1081,74,80,19,"TRUE"
"546",42708,"553LF-WD PIG FIN1",2019-08-14,302,1319,76,83,19,"TRUE"
"547",42710,"552SF-WD PIG GRW2",2019-08-14,344,1178,71.5,79,19,"TRUE"
"548",42715,"552S-KN PIG GRW2",2019-08-14,303,1222,71,80,19,"TRUE"
"549",42718,"552F/552FPL PIG GRW2",2019-08-14,346,1197,70,82,20,"TRUE"
"550",42721,"553L PIG FIN1",2019-08-14,360,1428,72,81,20,"TRUE"
"551",42724,"552S-KN PIG GRW2",2019-08-14,344,1436,73,82,21,"TRUE"
"552",42726,"552S-KN PIG GRW2",2019-08-14,352.5,1137.5,71.5,80,20,"TRUE"
"553",42728,"553LF-WD PIG FIN1",2019-08-14,362,1363,71,82,20,"TRUE"
"554",42730,"562 GILT GRW",2019-08-14,352,1025,69,80,19,"TRUE"
"555",42731,"553SPF-WD",2019-08-14,356,1226,71,81,20,"TRUE"
"556",42734,"553LF/553LFPL PIG FIN1",2019-08-14,347,1198,70,83,20,"TRUE"
"557",42735,"566 GESTATION",2019-08-14,346,1261,69,79,20,"TRUE"
"558",42739,"552SF-WD PIG GRW2",2019-08-14,361.5,1231.5,70,80,20,"TRUE"
"559",42742,"552SF/552SFPL PIG GRW2",2019-08-15,361,1347,70,81,19,"TRUE"
"560",42744,"552SF/552SFPL PIG GRW2",2019-08-15,358,1267,71,81,19,"TRUE"
"561",42745,"566S/SP6 GESTATION (SPEC PLF only)",2019-08-15,336,1322,70,80,20,"TRUE"
"562",42748,"566F GESTATION",2019-08-15,343,1178,72,82,19,"TRUE"
"563",42751,"552SF-WD PIG GRW2",2019-08-15,346.5,1085.5,70,80,17,"TRUE"
"564",42754,"553SPF-WD",2019-08-15,336,1058,74,81,18,"TRUE"
"565",42756,"553SPF-WD",2019-08-15,333,1134,71,78,18,"TRUE"
"566",42758,"552SF-WD PIG GRW2",2019-08-15,305,1106,73,79,16,"TRUE"
"567",42760,"552S-KN PIG GRW2",2019-08-15,302,1254,73,81,19,"TRUE"
"568",42761,"553L PIG FIN1",2019-08-15,334,1357.5,73,82.5,20,"TRUE"
"569",42766,"553SPF-WD",2019-08-15,356,1249.5,71,79,20,"TRUE"
"570",42768,"552F/552FPL PIG GRW2",2019-08-15,363.5,1120,70.5,81,19,"TRUE"
"571",42771,"553LF/553LFPL PIG FIN1",2019-08-15,360,1393,72,81,20,"TRUE"
"572",42775,"553LF/553LFPL PIG FIN1",2019-08-15,353,1137,72,82,20,"TRUE"
"573",42776,"553L PIG FIN1",2019-08-15,357,1379,72,81,21,"TRUE"
"574",42779,"552S-KN PIG GRW2",2019-08-15,332,1445,73,82,20,"TRUE"
"575",42783,"552SF-WD PIG GRW2",2019-08-15,354,1125,72,82,19,"TRUE"
"576",42784,"553LFOM-SWD PIG FIN1",2019-08-16,290,1143,72,81,20,"FALSE"
"577",42788,"552SF-SWD PIG GRW2",2019-08-16,334,1057,72,88,18,"TRUE"
"578",42790,"552SF-WD PIG GRW2",2019-08-16,350,1024,70,88,17,"TRUE"
"579",42799,"553SPF-WD",2019-08-16,348,1253,73,85,19,"TRUE"
"580",42801,"553LF-WD PIG FIN1",2019-08-16,366,1398,71,82,22,"TRUE"
"581",42803,"562F-WD",2019-08-16,366,1091,71,82,19,"TRUE"
"582",42804,"552S-KN PIG GRW2",2019-08-16,361,1386,70,81,21,"TRUE"
"583",42806,"553L PIG FIN1",2019-08-16,358,1079,71.5,82.5,19,"TRUE"
"584",42811,"553LF/553LFPL PIG FIN1",2019-08-16,353,1289,72,82,20,"TRUE"
"585",42814,"553SPF-WD",2019-08-16,357,1172,70,82.5,19,"TRUE"
"586",42816,"562 GILT GRW",2019-08-16,359,1048,69,84,19,"TRUE"
"587",42819,"552F/552FPL PIG GRW2",2019-08-16,359,1041,69,85,19,"TRUE"
"588",42821,"552S-KN PIG GRW2",2019-08-16,337,1203,69,83,20,"TRUE"
"589",42825,"552SF-WD PIG GRW2",2019-08-17,353.5,1040.5,70,83.5,18,"TRUE"
"590",42832,"552F/552FPL PIG GRW2",2019-08-17,352,1162,70,84,18,"TRUE"
"591",42836,"553SPF-WD",2019-08-17,337.5,1084,70,85,18,"TRUE"
"592",42840,"552SF-WD PIG GRW2",2019-08-17,342.5,1040.5,72.5,81.5,17,"TRUE"
"593",42847,"552SF-WD PIG GRW2",2019-08-17,353,1308,70,91,19,"TRUE"
"594",42853,"553L PIG FIN1",2019-08-17,350.5,1233.5,70,91,21,"TRUE"
"595",42856,"552S-KN PIG GRW2",2019-08-18,340.5,1014,69,83.5,19,"TRUE"
"596",42873,"552SF-WD PIG GRW2",2019-08-18,352.5,1027.5,71,83.5,17,"TRUE"
"597",42874,"552SF-SWD PIG GRW2",2019-08-18,360,1204,71,84,19,"TRUE"
"598",42878,"553LFOM-SWD PIG FIN1",2019-08-18,259,1089,72,87,17,"FALSE"
"599",42881,"567SF-SWD",2019-08-19,231,1061,71,82,15,"FALSE"
"600",42885,"566F GESTATION",2019-08-19,312.5,1039,70.5,88,17,"TRUE"
"601",42893,"553LF/553LFPL PIG FIN1",2019-08-19,339.5,1025.5,70,89,19,"TRUE"
"602",42894,"552S-KN PIG GRW2",2019-08-19,332,1001,70,86,19,"TRUE"
"603",42896,"553L PIG FIN1",2019-08-19,360,1202,70,87,21,"TRUE"
"604",42899,"562 GILT GRW",2019-08-19,342,1029,69,80,17,"TRUE"
"605",42905,"553LF-WD PIG FIN1",2019-08-19,340.5,1010,70,86,19,"TRUE"
"606",42911,"552S-KN PIG GRW2",2019-08-19,346.5,1061.5,69,85,19,"TRUE"
"607",42914,"552SF-SWD PIG GRW2",2019-08-20,364,1241,72,88,19,"TRUE"
"608",42920,"552/S1T PIG GRW2",2019-08-20,344.5,1044.5,70,84.5,19,"TRUE"
"609",42921,"552F/552FPL PIG GRW2",2019-08-20,348,1027,69,84,17,"TRUE"
"610",42947,"553LF-WD PIG FIN1",2019-08-21,337,1020,71,85,17,"TRUE"
"611",42950,"552SF-WD PIG GRW2",2019-08-21,359,1060,69,85,18,"TRUE"
"612",42973,"553L PIG FIN1",2019-08-22,342,1029.5,69.5,83,17,"TRUE"
"613",42981,"552SF-WD PIG GRW2",2019-08-22,360,1080,70,83,18,"TRUE"
"614",43006,"553L PIG FIN1",2019-08-22,318,1050,75,80,19,"TRUE"
"615",43044,"552SF-WD PIG GRW2",2019-08-24,359,1025,69,82,18,"TRUE"
"616",43051,"553LF/553LFPL PIG FIN1",2019-08-24,361,1087,69,84,20,"TRUE"
"617",43059,"552SF/552SFPL PIG GRW2",2019-08-24,360,1033,69.5,86,19,"TRUE"
"618",43071,"552S-KN PIG GRW2",2019-08-24,247,1071,73,81,20,"FALSE"
"619",43080,"566 GESTATION",2019-08-25,359,1026,69.5,85,21,"TRUE"
"620",43081,"552SF-WD PIG GRW2",2019-08-25,357,1080,69,84,18,"TRUE"
"621",43123,"552S-KN PIG GRW2",2019-08-26,348,1233.5,70,83,21,"TRUE"
"622",43130,"552SF-SWD PIG GRW2",2019-08-26,331,1275,69,84,21,"TRUE"
"623",43132,"552SF-WD PIG GRW2",2019-08-26,352,1008,70,83,21,"TRUE"
"624",43136,"553LFOM-SWD PIG FIN1",2019-08-27,270,1048,71,85,17,"FALSE"
"625",43147,"567SF-SWD",2019-08-27,236,1088,71,83,15,"FALSE"
"626",43374,"553LFOM-SWD PIG FIN1",2019-09-03,322,1003,69,89,21,"TRUE"
"627",43375,"567SF-SWD",2019-09-03,220,1057.5,70,86,15,"FALSE"
"628",43378,"552SF-WD PIG GRW2",2019-09-03,296,1101,70,87,20,"TRUE"
"629",43407,"553LFOM-SWD PIG FIN1",2019-09-03,297,1000,69,86,20,"TRUE"
"630",43437,"552SF-WD PIG GRW2",2019-09-04,249,1152,74,86,21,"FALSE"
"631",43443,"553LFOM-SWD PIG FIN1",2019-09-05,243,1043,69,86,15,"FALSE"
"632",43445,"552S-KN PIG GRW2",2019-09-05,350,1393,70,89,21,"TRUE"
"633",43464,"553LF-WD PIG FIN1",2019-09-05,309,1045,78,88,21,"TRUE"
"634",43496,"553L PIG FIN1",2019-09-06,355,1352,70,84,21,"TRUE"
"635",43513,"552SF-WD PIG GRW2",2019-09-07,242,1016,76,84,19,"FALSE"
"636",43545,"553SPF-WD",2019-09-08,298,1409,75,87,21,"TRUE"
"637",43547,"553LFOM-SWD PIG FIN1",2019-09-08,240.5,1021.5,76.5,87,15,"FALSE"
"638",43548,"553LF-WD PIG FIN1",2019-09-08,290.5,1615.5,76,90,21,"FALSE"
"639",43550,"553L PIG FIN1",2019-09-08,297.5,1676,76,90,21,"TRUE"
"640",43553,"553LF/553LFPL PIG FIN1",2019-09-08,296,1596.5,76,90,21,"TRUE"
"641",43556,"553LF/553LFPL PIG FIN1",2019-09-09,298,1305,75,91,21,"TRUE"
"642",43568,"553LF-WD PIG FIN1",2019-09-09,340,1277,71,87,23,"TRUE"
"643",43571,"552S-KN PIG GRW2",2019-09-09,356,1440,72,83,21,"TRUE"
"644",43573,"552S-KN PIG GRW2",2019-09-09,358,1606,73,84,23,"TRUE"
"645",43576,"552SF-WD PIG GRW2",2019-09-09,363.5,1257,71,84,21,"TRUE"
"646",43605,"552S-KN PIG GRW2",2019-09-10,352,1247,70,81,21,"TRUE"
"647",43632,"552SF-SWD PIG GRW2",2019-09-11,332,1020,69,87,19,"TRUE"
"648",43633,"553LFOM-SWD PIG FIN1",2019-09-11,282,1034,71,80,18,"FALSE"
"649",43634,"552F/552FPL PIG GRW2",2019-09-11,350,1678.5,72,84,24,"TRUE"
"650",43636,"553LF/553LFPL PIG FIN1",2019-09-11,318,1658,73,85,24,"TRUE"
"651",43638,"552SF-WD PIG GRW2",2019-09-11,360.5,1638.5,73,84,21,"TRUE"
"652",43641,"552S-KN PIG GRW2",2019-09-11,361,1478,72,89,21,"TRUE"
"653",43644,"553L PIG FIN1",2019-09-11,352,1491,72,90,23,"TRUE"
"654",43647,"553SPF-WD",2019-09-11,341,1391,70,87,22,"TRUE"
"655",43658,"553L PIG FIN1",2019-09-12,325,1043.5,70,86,22,"TRUE"
"656",43659,"553LF-WD PIG FIN1",2019-09-12,311,1154.5,70,85,20,"TRUE"
"657",43661,"553LF/553LFPL PIG FIN1",2019-09-12,301,1081.5,70,84,22,"TRUE"
"658",43671,"553LF-WD PIG FIN1",2019-09-12,321,1020,70,86,20,"TRUE"
"659",43677,"553L PIG FIN1",2019-09-12,337.5,1425,70,88,23,"TRUE"
"660",43688,"553LFOM-SWD PIG FIN1",2019-09-12,263,1065,72,88,18,"FALSE"
"661",43692,"553L PIG FIN1",2019-09-12,297,1017,71,88,21,"TRUE"
"662",43693,"553LF-WD PIG FIN1",2019-09-13,296,1222,71,87,21,"TRUE"
"663",43695,"552SF-WD PIG GRW2",2019-09-13,357,1238.5,70,87,21,"TRUE"
"664",43698,"552SF-WD PIG GRW2",2019-09-13,333,1291.5,72,89,21,"TRUE"
"665",43702,"553L PIG FIN1",2019-09-13,316,1229,70,85,23,"TRUE"
"666",43704,"552F/552FPL PIG GRW2",2019-09-13,343.5,1299,70,82,23,"TRUE"
"667",43705,"552SF-WD PIG GRW2",2019-09-13,338,1226,71,83,20,"TRUE"
"668",43707,"552SF-WD PIG GRW2",2019-09-13,345,1319.5,71,83,20,"TRUE"
"669",43710,"552S-KN PIG GRW2",2019-09-13,349,1345.5,70,82,21,"TRUE"
"670",43712,"553LF/553LFPL PIG FIN1",2019-09-13,304,1201,70,83,21,"TRUE"
"671",43714,"552S-KN PIG GRW2",2019-09-13,335,1320,70,85,21,"TRUE"
"672",43754,"552SF-WD PIG GRW2",2019-09-15,357,1002,70,87,16,"TRUE"
"673",43781,"567SF-SWD",2019-09-16,249,1026,71,80,13,"FALSE"
"674",43786,"553L PIG FIN1",2019-09-16,356,1347,69.5,89,22,"TRUE"
"675",43803,"553LFOM-SWD PIG FIN1",2019-09-17,306,1069,69,84,17,"TRUE"
"676",43833,"553LFOM-SWD PIG FIN1",2019-09-17,341.5,1031.5,71,81.5,17,"TRUE"
"677",43836,"553LF-WD PIG FIN1",2019-09-18,314,1083.5,72,86,16,"TRUE"
"678",43872,"553LF-WD PIG FIN1",2019-09-19,295,1048,71,90,16,"TRUE"
"679",43887,"552S-KN PIG GRW2",2019-09-19,358.5,1203,70,87,18,"TRUE"
"680",43890,"553L PIG FIN1",2019-09-19,353,1085.5,69,86,18,"TRUE"
"681",43893,"552S-KN PIG GRW2",2019-09-19,358.5,1128.5,69,86,18,"TRUE"
"682",43902,"552SF-WD PIG GRW2",2019-09-19,331.5,1020,74,86,17,"TRUE"
"683",43905,"553LFOM-SWD PIG FIN1",2019-09-19,304,1015.5,69,84,17,"TRUE"
"684",43916,"552S-KN PIG GRW2",2019-09-20,300.5,1176,71,90,18,"TRUE"
"685",43918,"562F-WD",2019-09-20,331,1040.5,72,86.5,16,"TRUE"
"686",43921,"552S-KN PIG GRW2",2019-09-20,311,1054,71,85,18,"TRUE"
"687",43925,"552SF-WD PIG GRW2",2019-09-20,294,1050.5,71,83,14,"TRUE"
"688",43932,"553L PIG FIN1",2019-09-20,353,1126.5,72,87,18,"TRUE"
"689",43937,"553LF-WD PIG FIN1",2019-09-20,340,1113,70,85,19,"TRUE"
"690",43941,"553LFOM-SWD PIG FIN1",2019-09-21,249,1018,74,91,14,"FALSE"
"691",43949,"552SF-WD PIG GRW2",2019-09-21,349,1040,70,86,18,"TRUE"
"692",43956,"562 GILT GRW",2019-09-21,365,1019,69,86,17,"TRUE"
"693",43957,"552S-KN PIG GRW2",2019-09-21,316,1037.5,69,85,18,"TRUE"
"694",43984,"552S-KN PIG GRW2",2019-09-22,291.5,1048,72,88,18,"FALSE"
"695",43985,"552SF-WD PIG GRW2",2019-09-22,277,1011.5,71,87.5,14,"FALSE"
"696",44003,"552SF-WD PIG GRW2",2019-09-23,329,1043,69,85,16,"TRUE"
"697",44010,"553LF-WD PIG FIN1",2019-09-23,353,1123,72,89,19,"TRUE"
"698",44032,"553L PIG FIN1",2019-09-24,331,1068,75,91,17,"TRUE"
"699",44035,"553L PIG FIN1",2019-09-24,350.5,1038,69,91,17,"TRUE"
"700",44037,"552S-KN PIG GRW2",2019-09-24,313.5,1051,70,84,17,"TRUE"
"701",44039,"552SF-WD PIG GRW2",2019-09-24,348,1053,70,85,17,"TRUE"
"702",44042,"553LFOM-SWD PIG FIN1",2019-09-24,309,1026,70,85,17,"TRUE"
"703",44044,"552SF-WD PIG GRW2",2019-09-25,334.5,1052,71,85,17,"TRUE"
"704",44061,"552SF-WD PIG GRW2",2019-09-25,336,1081,71,91,17,"TRUE"
"705",44065,"553L PIG FIN1",2019-09-25,344,1059,70,90,18,"TRUE"
"706",44068,"552S-KN PIG GRW2",2019-09-25,339,1101,70,90,18,"TRUE"
"707",44070,"553SPF-WD",2019-09-25,335.5,1078,69,86,17,"TRUE"
"708",44075,"553SPF-WD",2019-09-25,344,1041,71,87,17,"TRUE"
"709",44083,"553L PIG FIN1",2019-09-26,362,1075,69,86,18,"TRUE"
"710",44088,"552SF-WD PIG GRW2",2019-09-26,333,1019,70,91,18,"TRUE"
"711",44089,"553LFOM-SWD PIG FIN1",2019-09-26,265.5,1019,73.5,87,16,"FALSE"
"712",44107,"552/S1T PIG GRW2",2019-09-26,339,1052,70,84,17,"TRUE"
"713",44111,"552SF-WD PIG GRW2",2019-09-27,316,1009,70,84,15,"TRUE"
"714",44118,"553LFOM-SWD PIG FIN1",2019-09-27,266,1109,74,86,17,"FALSE"
